soc,temp,r0,soh
0.8,25,0.0036298966442363883,0.9
0.8,40,0.0025750840259211438,0.9
0.9,10,0.006090460018397214,0.9
0.9,25,0.0036241996915050935,0.9
0.9,40,0.0024902348385506872,0.9
1.0,25,0.0034778865699290414,0.9
1.0,40,0.0025770730820871878,0.9
0.0,10,0.010528446061618442,0.8
0.0,25,0.008634962003698086,0.8
0.1,10,0.01007861314296911,0.8
0.1,25,0.004557536691300693,0.8
0.1,40,0.0030439181570788496,0.8
0.2,25,0.004337191434793287,0.8
0.2,40,0.0030878281032472913,0.8
0.3,10,0.007596090506185683,0.8
0.3,25,0.004424453919941263,0.8
0.3,40,0.0030836516833919864,0.8
0.4,10,0.007427417861232379,0.8
0.4,25,0.004440465811147515,0.8
0.4,40,0.0030896939924625897,0.8
0.5,10,0.007498402631307877,0.8
0.5,25,0.0044238123737192995,0.8
0.5,40,0.003119259246122544,0.8
0.6,10,0.007264219374871938,0.8
0.6,25,0.004478922931506149,0.8
0.6,40,0.003080882803412345,0.8
0.7000000000000001,25,0.003946582468151925,0.8
0.7000000000000001,40,0.0030501289588545874,0.8
0.8,10,0.007343279571529829,0.8
0.8,25,0.004355875973083666,0.8
0.8,40,0.0030901008311053726,0.8
0.9,10,0.007308552022076656,0.8
0.9,25,0.004349039629806112,0.8
0.9,40,0.0029882818062608248,0.8
1.0,25,0.00417346388391485,0.8
1.0,40,0.003092487698504625,0.8
0.0,10,0.012283187071888182,0.7
0.0,25,0.01007412233764777,0.7
0.1,10,0.011758382000130631,0.7
0.1,25,0.00531712613985081,0.7
0.1,40,0.003551237849925325,0.7
0.2,25,0.0050600566739255025,0.7
0.2,40,0.0036024661204551735,0.7
0.3,10,0.008862105590549965,0.7
0.3,25,0.005161862906598141,0.7
0.3,40,0.0035975936306239845,0.7
0.4,10,0.008665320838104444,0.7
0.4,25,0.005180543446338768,0.7
0.4,40,0.003604642991206355,0.7
0.5,10,0.008748136403192525,0.7
0.5,25,0.00516111443600585,0.7
0.5,40,0.0036391357871429684,0.7
0.6,10,0.008474922604017263,0.7
0.6,25,0.005225410086757175,0.7
0.6,40,0.003594363270647736,0.7
0.7000000000000001,25,0.004604346212843913,0.7
0.7000000000000001,40,0.0035584837853303523,0.7
0.8,10,0.008567159500118136,0.7
0.8,25,0.005081855301930944,0.7
0.8,40,0.003605117636289602,0.7
0.9,10,0.0085266440257561,0.7
0.9,25,0.0050738795681071315,0.7
0.9,40,0.0034863287739709628,0.7
1.0,25,0.004869041197900659,0.7
1.0,40,0.003607902314922063,0.7
0.0,10,0.014037928082157923,0.6
0.0,25,0.011513282671597451,0.6
0.1,10,0.01343815085729215,0.6
0.1,25,0.006076715588400925,0.6
0.1,40,0.0040585575427718,0.6
0.2,25,0.005782921913057717,0.6
0.2,40,0.004117104137663055,0.6
0.3,10,0.010128120674914245,0.6
0.3,25,0.005899271893255018,0.6
0.3,40,0.004111535577855982,0.6
0.4,10,0.009903223814976507,0.6
0.4,25,0.005920621081530021,0.6
0.4,40,0.00411959198995012,0.6
0.5,10,0.00999787017507717,0.6
0.5,25,0.0058984164982924,0.6
0.5,40,0.004159012328163392,0.6
0.6,10,0.009685625833162586,0.6
0.6,25,0.005971897242008199,0.6
0.6,40,0.004107843737883127,0.6
0.7000000000000001,25,0.0052621099575359005,0.6
0.7000000000000001,40,0.004066838611806117,0.6
0.8,10,0.00979103942870644,0.6
0.8,25,0.005807834630778222,0.6
0.8,40,0.004120134441473831,0.6
0.9,10,0.009744736029435543,0.6
0.9,25,0.00579871950640815,0.6
0.9,40,0.0039843757416811,0.6
1.0,25,0.005564618511886467,0.6
1.0,40,0.0041233169313395004,0.6
