soc,r0,soh,temp
0.5,0.0020984213705718,1.0,40
0.6,0.0020939343551285,1.0,40
0.7,0.0020473159187772,1.0,40
0.8,0.0020898691323536,1.0,40
0.9,0.0019796448535652,1.0,40
1.0,0.0019830495437741,1.0,40
0.0,0.0031563595569295,0.9,40
0.1,0.0029276420940989,0.9,40
0.2,0.0027051559284374,0.9,40
0.3,0.0027909480434387,0.9,40
0.4,0.0026791701361,0.9,40
0.5,0.0026230267132147,0.9,40
0.6,0.0026174179439107,0.9,40
0.7,0.0025591448984716,0.9,40
0.8,0.0026123364154421,0.9,40
0.9,0.0024745560669566,0.9,40
1.0,0.0024788119297176,0.9,40
0.0,0.0037876314683155,0.8,40
0.1,0.0035131705129187,0.8,40
0.2,0.0032461871141249,0.8,40
0.3,0.0033491376521265,0.8,40
0.4,0.00321500416332,0.8,40
0.5,0.0031476320558577,0.8,40
0.6,0.0031409015326928,0.8,40
0.7,0.0030709738781659,0.8,40
0.8,0.0031348036985305,0.8,40
0.9,0.0029694672803479,0.8,40
1.0,0.0029745743156612,0.8,40
0.0,0.0044189033797014,0.7,40
0.1,0.0040986989317385,0.7,40
0.2,0.0037872182998124,0.7,40
0.3,0.0039073272608142,0.7,40
0.4,0.00375083819054,0.7,40
0.5,0.0036722373985006,0.7,40
0.6,0.003664385121475,0.7,40
0.7,0.0035828028578602,0.7,40
0.8,0.0036572709816189,0.7,40
0.9,0.0034643784937392,0.7,40
1.0,0.0034703367016047,0.7,40
0.0,0.0050501752910873,0.6,40
0.1,0.0046842273505583,0.6,40
0.2,0.0043282494854998,0.6,40
0.3,0.004465516869502,0.6,40
0.4,0.00428667221776,0.6,40
0.5,0.0041968427411436,0.6,40
0.6,0.0041878687102571,0.6,40
0.7,0.0040946318375545,0.6,40
0.8,0.0041797382647073,0.6,40
0.9,0.0039592897071305,0.6,40
1.0,0.0039660990875482,0.6,40
